Startup-Time:    0.000000
timestamp, pos_x, pos_y, pos_z, vel_x, vel_y, acc_x, acc_y, acc_z, att_force_x, att_force_y, att_force_z, member_force_x, member_force_y, member_force_z, rep_force_x, rep_force_y, rep_force_z
  62.907078,  28803,  25063,  12032,     5.0000,    -4.9991,     0.1900,     5.5020,     0.3608,     0.0000,    23.2610,    18.5870,     0.0000,    -1.4324,    -0.1004,     0.0000,     0.0000,     0.0000,     0.0000
  62.969604,  28846,  25030,  12032,     5.0000,    -4.9989,     0.1900,     4.8977,     0.4322,     0.0000,    23.2448,    18.6072,     0.0000,    -1.4976,    -0.0805,     0.0000,     0.0000,     0.0000,     0.0000
  63.032131,  28891,  24997,  12032,     5.0000,    -4.9956,     0.1900,     4.6498,     1.1340,     0.0000,    23.2282,    18.6280,     0.0000,    -1.5649,    -0.0586,     0.0000,     0.0000,     0.0000,     0.0000
  63.094662,  28936,  24962,  12032,     5.0000,    -4.9933,     0.1900,     3.9386,     1.3377,     0.0000,    23.2111,    18.6493,     0.0000,    -1.6341,    -0.0348,     0.0000,     0.0000,     0.0000,     0.0000
  63.157188,  28982,  24927,  12032,     5.0000,    -4.9888,     0.1900,     3.1944,     1.5933,     0.0000,    23.1935,    18.6711,     0.0000,    -1.7053,    -0.0091,     0.0000,     0.0000,     0.0000,     0.0000
  63.219715,  29029,  24897,  12032,     5.0000,    -4.9615,     0.1900,     3.1268,     2.1905,     0.0000,    23.1756,    18.6934,     0.0000,    -1.7784,     0.0186,     0.0000,     0.0000,     0.0000,     0.0000
  63.282246,  29076,  24869,  12032,     5.0000,    -4.9225,     0.1900,     2.3530,     2.5096,     0.0000,    23.1572,    18.7162,     0.0000,    -1.8531,     0.0480,     0.0000,     0.0000,     0.0000,     0.0000
  63.344772,  29124,  24891,  12032,     5.0000,    -4.6869,     0.1900,     2.2766,     3.1422,     0.0000,    23.1385,    18.7393,     0.0000,    -1.9295,     0.0792,     0.0000,     0.0000,     0.0000,     0.0000
  63.407299,  29174,  26531,  12032,     5.0000,     1.8740,     0.1900,     1.5159,     3.4901,     0.0000,    23.1194,    18.7628,     0.0000,    -2.0073,     0.1122,     0.0000,     0.0000,     0.0000,     0.0000
  63.469830,  29224,  27292,  12032,     5.0000,     5.0000,     0.1900,     1.1585,     4.5041,     0.0000,    23.1001,    18.7866,     0.0000,    -2.0864,     0.1468,     0.0000,     0.0000,     0.0000,     0.0000
  63.532356,  29274,  27251,  12032,     4.9998,     5.0000,     0.1900,     0.4474,     4.8718,     0.0000,    23.0806,    18.8106,     0.0000,    -2.1666,     0.1828,     0.0000,     0.0000,     0.0000,     0.0000
  63.594883,  29325,  27211,  12032,     4.9993,     5.0000,     0.1900,    -0.2471,     5.2366,     0.0000,    23.0610,    18.8346,     0.0000,    -2.2477,     0.2195,     0.0000,     0.0000,     0.0000,     0.0000
  63.657413,  29376,  27173,  12032,     4.9971,     5.0000,     0.1900,    -0.9290,     5.5911,     0.0000,    23.0416,    18.8583,     0.0000,    -2.3296,     0.2564,     0.0000,     0.0000,     0.0000,     0.0000
  63.719940,  29427,  27136,  12032,     4.9959,     5.0000,     0.1900,    -1.0948,     6.0364,     0.0000,    23.0225,    18.8816,     0.0000,    -2.4121,     0.2927,     0.0000,     0.0000,     0.0000,     0.0000
  63.782467,  29476,  27101,  12032,     4.9841,     5.0000,     0.1900,    -1.7688,     6.3704,     0.0000,    23.0038,    18.9043,     0.0000,    -2.4950,     0.3278,     0.0000,     0.0000,     0.0000,     0.0000
  63.844997,  29532,  27069,  12032,     4.9972,     5.0000,     0.1900,    -0.8988,     7.4586,     0.0000,    22.9857,    18.9263,     0.0000,    -2.5782,     0.3614,     0.0000,     0.0000,     0.0000,     0.0000
  63.907524,  29585,  27040,  12032,     4.9965,     5.0000,     0.1900,    -1.0123,     7.8649,     0.0000,    22.9682,    18.9476,     0.0000,    -2.6617,     0.3929,     0.0000,     0.0000,     0.0000,     0.0000
  63.970051,  29634,  27013,  12032,     4.9866,     5.0000,     0.1900,    -1.6823,     8.1583,     0.0000,    22.9514,    18.9680,     0.0000,    -2.7455,     0.4222,     0.0000,     0.0000,     0.0000,     0.0000
  64.032578,  29687,  26991,  12032,     4.9805,     5.0000,     0.1900,    -1.8671,     9.2247,     0.0000,    22.9352,    18.9876,     0.0000,    -2.8293,     0.4489,     0.0000,     0.0000,     0.0000,     0.0000
  64.095108,  29725,  26971,  12032,     4.9252,     5.0000,     0.1900,    -2.5030,     9.4358,     0.0000,    22.9197,    19.0062,     0.0000,    -2.9132,     0.4727,     0.0000,     0.0000,     0.0000,     0.0000
  64.157639,  29701,  26955,  12032,     4.6187,     5.0000,     0.1900,    -3.1480,     9.6081,     0.0000,    22.9050,    19.0239,     0.0000,    -2.9972,     0.4935,     0.0000,     0.0000,     0.0000,     0.0000
  64.220161,  27307,  26942,  12032,    -4.9450,     5.0000,     0.1900,    -3.4338,     9.9216,     0.0000,    22.8911,    19.0407,     0.0000,    -3.0811,     0.5110,     0.0000,     0.0000,     0.0000,     0.0000
  64.282692,  27346,  26933,  12032,    -5.0000,     5.0000,     0.1900,    -4.0837,    10.0329,     0.0000,    22.8780,    19.0565,     0.0000,    -3.1648,     0.5251,     0.0000,     0.0000,     0.0000,     0.0000
  64.345222,  27400,  26927,  12032,    -5.0000,     5.0000,     0.1900,    -4.7364,    10.1085,     0.0000,    22.8658,    19.0711,     0.0000,    -3.2477,     0.5357,     0.0000,     0.0000,     0.0000,     0.0000
  64.407745,  27453,  26925,  12032,    -5.0000,     5.0000,     0.1900,    -4.8676,    10.1193,     0.0000,    22.8546,    19.0844,     0.0000,    -3.3286,     0.5423,     0.0000,     0.0000,     0.0000,     0.0000
  64.470276,  27504,  26927,  12032,    -5.0000,     5.0000,     0.1900,    -5.4894,    10.1326,     0.0000,    22.8448,    19.0963,     0.0000,    -3.4066,     0.5449,     0.0000,     0.0000,     0.0000,     0.0000
  64.532806,  27552,  26933,  12032,    -5.0000,     5.0000,     0.1900,    -4.9121,    11.2847,     0.0000,    22.8362,    19.1065,     0.0000,    -3.4809,     0.5433,     0.0000,     0.0000,     0.0000,     0.0000
  64.595329,  27598,  26942,  12032,    -5.0000,     5.0000,     0.1900,    -5.5257,    11.1010,     0.0000,    22.8291,    19.1149,     0.0000,    -3.5510,     0.5374,     0.0000,     0.0000,     0.0000,     0.0000
  64.657860,  27641,  26955,  12032,    -5.0000,     5.0000,     0.1900,    -6.1183,    10.9010,     0.0000,    22.8235,    19.1217,     0.0000,    -3.6164,     0.5274,     0.0000,     0.0000,     0.0000,     0.0000
  64.720390,  27684,  26972,  12032,    -4.9891,     5.0000,     0.1900,     1.5779,    17.0347,     0.0000,    22.8193,    19.1267,     0.0000,    -3.6769,     0.5134,     0.0000,     0.0000,     0.0000,     0.0000
  64.782913,  27719,  26991,  12032,    -4.9925,     5.0000,     0.1900,     1.3946,    17.0757,     0.0000,    22.8166,    19.1299,     0.0000,    -3.7323,     0.4955,     0.0000,     0.0000,     0.0000,     0.0000
  64.845444,  27752,  27014,  12032,    -4.9969,     5.0000,     0.1900,     0.9642,    16.8523,     0.0000,    22.8153,    19.1315,     0.0000,    -3.7824,     0.4742,     0.0000,     0.0000,     0.0000,     0.0000
  64.907974,  27783,  27039,  12032,    -4.9948,     5.0000,     0.1900,     1.2156,    16.4250,     0.0000,    22.8153,    19.1314,     0.0000,    -3.8271,     0.4496,     0.0000,     0.0000,     0.0000,     0.0000
  64.970497,  27808,  27067,  12032,    -4.9973,     5.0000,     0.1900,     0.8904,    16.1760,     0.0000,    22.8167,    19.1298,     0.0000,    -3.8664,     0.4219,     0.0000,     0.0000,     0.0000,     0.0000
  65.033028,  27859,  27097,  12032,    -4.8904,     5.0000,     0.1900,     2.6156,    17.2568,     0.0000,    22.8194,    19.1266,     0.0000,    -3.9002,     0.3915,     0.0000,     0.0000,     0.0000,     0.0000
  65.095558,  27863,  27130,  12032,    -4.9481,     5.0000,     0.1900,     2.3109,    17.0383,     0.0000,    22.8234,    19.1218,     0.0000,    -3.9284,     0.3585,     0.0000,     0.0000,     0.0000,     0.0000
  65.158081,  27873,  27164,  12032,    -4.9718,     5.0000,     0.1900,     2.0333,    16.7867,     0.0000,    22.8285,    19.1157,     0.0000,    -3.9511,     0.3233,     0.0000,     0.0000,     0.0000,     0.0000
  65.220612,  27882,  27200,  12032,    -4.9831,     5.0000,     0.1900,     1.7901,    16.5040,     0.0000,    22.8349,    19.1081,     0.0000,    -3.9681,     0.2860,     0.0000,     0.0000,     0.0000,     0.0000
  65.283142,  27890,  27237,  12032,    -4.9820,     5.0000,     0.1900,     1.8217,    16.4590,     0.0000,    22.8424,    19.0991,     0.0000,    -3.9794,     0.2469,     0.0000,     0.0000,     0.0000,     0.0000
  65.345665,  27893,  27276,  12032,    -4.9870,     5.0000,     0.1900,     1.6624,    16.1122,     0.0000,    22.8510,    19.0888,     0.0000,    -3.9852,     0.2062,     0.0000,     0.0000,     0.0000,     0.0000
  65.408195,  27902,  27316,  12032,    -4.9561,     5.0000,     0.1900,     2.2414,    15.5988,     0.0000,    22.8607,    19.0772,     0.0000,    -3.9854,     0.1641,     0.0000,     0.0000,     0.0000,     0.0000
  65.470726,  27897,  27357,  12032,    -4.9621,     5.0000,     0.1900,     2.1758,    15.2274,     0.0000,    22.8714,    19.0644,     0.0000,    -3.9803,     0.1208,     0.0000,     0.0000,     0.0000,     0.0000
  65.533249,  27882,  27400,  12032,    -4.9976,     5.0000,     0.1900,     0.8210,    16.0692,     0.0000,    22.8830,    19.0504,     0.0000,    -3.9702,     0.0764,     0.0000,     0.0000,     0.0000,     0.0000
  65.595779,  27873,  27443,  12032,    -4.9972,     5.0000,     0.1900,     0.9048,    15.9079,     0.0000,    22.8955,    19.0354,     0.0000,    -3.9554,     0.0311,     0.0000,     0.0000,     0.0000,     0.0000
  65.658310,  27860,  27487,  12032,    -4.9965,     5.0000,     0.1900,     1.0126,    15.6900,     0.0000,    22.9089,    19.0193,     0.0000,    -3.9362,    -0.0149,     0.0000,     0.0000,     0.0000,     0.0000
  65.720833,  27846,  27532,  12032,    -4.9954,     5.0000,     0.1900,     1.1545,    15.4080,     0.0000,    22.9229,    19.0024,     0.0000,    -3.9128,    -0.0616,     0.0000,     0.0000,     0.0000,     0.0000
  65.783363,  27829,  27577,  12032,    -4.9912,     5.0000,     0.1900,     1.4748,    15.3937,     0.0000,    22.9377,    18.9845,     0.0000,    -3.8857,    -0.1087,     0.0000,     0.0000,     0.0000,     0.0000
  65.845894,  27877,  27623,  12032,    -4.7230,     5.0000,     0.1900,     3.2087,    15.4910,     0.0000,    22.9531,    18.9659,     0.0000,    -3.8551,    -0.1562,     0.0000,     0.0000,     0.0000,     0.0000
  65.908417,  30344,  27670,  12032,     5.0000,     5.0000,     0.1900,     4.6661,    15.5505,     0.0000,    22.9691,    18.9465,     0.0000,    -3.8213,    -0.2040,     0.0000,     0.0000,     0.0000,     0.0000
  65.970947,  30320,  27717,  12032,     5.0000,     5.0000,     0.1900,     3.2679,    12.7471,     0.0000,    22.9857,    18.9264,     0.0000,    -3.7846,    -0.2521,     0.0000,     0.0000,     0.0000,     0.0000
  66.033478,  30294,  27764,  12032,     5.0000,     5.0000,     0.1900,     3.6665,    12.6224,     0.0000,    23.0026,    18.9058,     0.0000,    -3.7461,    -0.3003,     0.0000,     0.0000,     0.0000,     0.0000
  66.096001,  30267,  27812,  12032,     5.0000,     5.0000,     0.1900,     4.0712,    12.4301,     0.0000,    23.0197,    18.8850,     0.0000,    -3.7069,    -0.3485,     0.0000,     0.0000,     0.0000,     0.0000
  66.158531,  30241,  27861,  12032,     5.0000,     5.0000,     0.1900,     4.4629,    12.1671,     0.0000,    23.0369,    18.8640,     0.0000,    -3.6685,    -0.3969,     0.0000,     0.0000,     0.0000,     0.0000
  66.221062,  30215,  27909,  12032,     5.0000,     5.0000,     0.1900,     4.9378,    12.3402,     0.0000,    23.0540,    18.8431,     0.0000,    -3.6319,    -0.4455,     0.0000,     0.0000,     0.0000,     0.0000
  66.283585,  30191,  27959,  12032,     5.0000,     5.0000,     0.1900,     5.2558,    11.9461,     0.0000,    23.0709,    18.8224,     0.0000,    -3.5979,    -0.4944,     0.0000,     0.0000,     0.0000,     0.0000
  66.346115,  30167,  28008,  12032,     4.9977,     5.0000,     0.0700,     5.5407,    11.4983,     0.0000,    23.0876,    18.8020,     0.0000,    -3.5671,    -0.5436,     0.0000,     0.0000,     0.0000,     0.0000
  66.408646,  30148,  28058,  12032,     5.0000,     5.0000,     0.0700,     5.0140,    12.5573,     0.0000,    23.1038,    18.7820,     0.0000,    -3.5402,    -0.5932,     0.0000,     0.0000,     0.0000,     0.0000
  66.471169,  30130,  28108,  12032,     5.0000,     5.0000,     0.0700,     5.2987,    11.8853,     0.0000,    23.1198,    18.7624,     0.0000,    -3.5173,    -0.6434,     0.0000,     0.0000,     0.0000,     0.0000
  66.533699,  30115,  28159,  12032,     5.0000,     5.0000,     0.0700,     6.0948,    10.7403,     0.0000,    23.1353,    18.7433,     0.0000,    -3.4988,    -0.6942,     0.0000,     0.0000,     0.0000,     0.0000
  66.596230,  30102,  28210,  12032,     5.0000,     5.0000,     0.0700,     6.2698,    10.0908,     0.0000,    23.1503,    18.7247,     0.0000,    -3.4848,    -0.7456,     0.0000,     0.0000,     0.0000,     0.0000
  66.658752,  30092,  28262,  12032,     5.0000,     5.0000,     0.0700,     6.4318,     9.4459,     0.0000,    23.1649,    18.7066,     0.0000,    -3.4756,    -0.7979,     0.0000,     0.0000,     0.0000,     0.0000
  66.721283,  30085,  28314,  12032,     5.0000,     5.0000,     0.0700,     6.7361,     9.1918,     0.0000,    23.1791,    18.6891,     0.0000,    -3.4710,    -0.8510,     0.0000,     0.0000,     0.0000,     0.0000
  66.783813,  30081,  28366,  12032,     5.0000,     5.0000,     0.0700,     6.8347,     8.5798,     0.0000,    23.1927,    18.6722,     0.0000,    -3.4713,    -0.9051,     0.0000,     0.0000,     0.0000,     0.0000
  66.846336,  30080,  28419,  12032,     5.0000,     5.0000,     0.0700,     6.9002,     7.9833,     0.0000,    23.2058,    18.6558,     0.0000,    -3.4765,    -0.9601,     0.0000,     0.0000,     0.0000,     0.0000
  66.908867,  30081,  28472,  12032,     5.0000,     5.0000,     0.0700,    13.2491,    14.2173,     0.0000,    23.2185,    18.6401,     0.0000,    -3.4864,    -1.0162,     0.0000,     0.0000,     0.0000,     0.0000
  66.971397,  30086,  28525,  12032,     5.0000,     5.0000,     0.0700,    13.3568,    13.6985,     0.0000,    23.2306,    18.6250,     0.0000,    -3.5012,    -1.0734,     0.0000,     0.0000,     0.0000,     0.0000
  67.033920,  30094,  28578,  12032,     5.0000,     5.0000,     0.0700,    13.8328,    13.1615,     0.0000,    23.2422,    18.6105,     0.0000,    -3.5208,    -1.1316,     0.0000,     0.0000,     0.0000,     0.0000
  67.096451,  30104,  28632,  12032,     5.0000,     5.0000,     0.0700,    13.8289,    12.6149,     0.0000,    23.2533,    18.5967,     0.0000,    -3.5452,    -1.1911,     0.0000,     0.0000,     0.0000,     0.0000
  67.158981,  30118,  28686,  12032,     5.0000,     5.0000,     0.0700,    13.7930,    12.0611,     0.0000,    23.2638,    18.5834,     0.0000,    -3.5741,    -1.2516,     0.0000,     0.0000,     0.0000,     0.0000
  67.221504,  30134,  28740,  12032,     5.0000,     5.0000,     0.0700,    13.8683,    11.7227,     0.0000,    23.2739,    18.5708,     0.0000,    -3.6073,    -1.3133,     0.0000,     0.0000,     0.0000,     0.0000
  67.284035,  30153,  28794,  12032,     5.0000,     5.0000,     0.0700,    13.7661,    11.1824,     0.0000,    23.2835,    18.5588,     0.0000,    -3.6445,    -1.3761,     0.0000,     0.0000,     0.0000,     0.0000
  67.346565,  30174,  28848,  12032,     5.0000,     5.0000,     0.0700,    11.2872,    11.7426,     0.0000,    23.2927,    18.5472,     0.0000,    -3.6853,    -1.4399,     0.0000,     0.0000,     0.0000,     0.0000
  67.409096,  30198,  28903,  12032,     5.0000,     5.0000,     0.0700,    10.7186,    11.5368,     0.0000,    23.3015,    18.5362,     0.0000,    -3.7296,    -1.5047,     0.0000,     0.0000,     0.0000,     0.0000
  67.471619,  30224,  28957,  12032,     5.0000,     5.0000,     0.0700,    10.4873,    11.2348,     0.0000,    23.3099,    18.5256,     0.0000,    -3.7768,    -1.5706,     0.0000,     0.0000,     0.0000,     0.0000
  67.534149,  30251,  29012,  12032,     5.0000,     5.0000,     0.0700,    10.7336,    10.9942,     0.0000,    23.3180,    18.5154,     0.0000,    -3.8268,    -1.6373,     0.0000,     0.0000,     0.0000,     0.0000
  67.596680,  30280,  29066,  12032,     5.0000,     5.0000,     0.0700,    10.5104,    10.6070,     0.0000,    23.3258,    18.5056,     0.0000,    -3.8793,    -1.7049,     0.0000,     0.0000,     0.0000,     0.0000
  67.659203,  30310,  29121,  12032,     5.0000,     5.0000,     0.0700,    10.2971,    10.1657,     0.0000,    23.3333,    18.4961,     0.0000,    -3.9339,    -1.7732,     0.0000,     0.0000,     0.0000,     0.0000
  67.721733,  30342,  29176,  12032,     5.0000,     5.0000,     0.0700,    10.2446,    10.0995,     0.0000,    23.3406,    18.4870,     0.0000,    -3.9905,    -1.8423,     0.0000,     0.0000,     0.0000,     0.0000
  67.784264,  30375,  29230,  12032,     5.0000,     5.0000,     0.0700,    10.0222,     9.6255,     0.0000,    23.3476,    18.4781,     0.0000,    -4.0487,    -1.9121,     0.0000,     0.0000,     0.0000,     0.0000
  67.846786,  30410,  29285,  12032,     5.0000,     5.0000,     0.0700,     9.7816,     9.0926,     0.0000,    23.3545,    18.4694,     0.0000,    -4.1085,    -1.9826,     0.0000,     0.0000,     0.0000,     0.0000
  67.909317,  30445,  29340,  12032,     5.0000,     5.0000,     0.0700,     9.0943,     8.9943,     0.0000,    23.3612,    18.4609,     0.0000,    -4.1696,    -2.0536,     0.0000,     0.0000,     0.0000,     0.0000
  67.971848,  30481,  29394,  12032,     5.0000,     5.0000,     0.0700,     8.8322,     8.3788,     0.0000,    23.3677,    18.4527,     0.0000,    -4.2319,    -2.1252,     0.0000,     0.0000,     0.0000,     0.0000
  68.034370,  30517,  29449,  12032,     5.0000,     5.0000,     0.0700,     9.0210,     7.8156,     0.0000,    23.3741,    18.4446,     0.0000,    -4.2952,    -2.1972,     0.0000,     0.0000,     0.0000,     0.0000
  68.096901,  30555,  29504,  12032,     5.0000,     5.0000,     0.0700,     8.6445,     7.0710,     0.0000,    23.3803,    18.4367,     0.0000,    -4.3595,    -2.2698,     0.0000,     0.0000,     0.0000,     0.0000
  68.159431,  30593,  29558,  12032,     5.0000,     5.0000,     0.0700,     8.2255,     6.2947,     0.0000,    23.3865,    18.4289,     0.0000,    -4.4245,    -2.3428,     0.0000,     0.0000,     0.0000,     0.0000
  68.221954,  30631,  29613,  12032,     5.0000,     5.0000,     0.0700,     9.4325,     7.1213,     0.0000,    23.3925,    18.4212,     0.0000,    -4.4903,    -2.4162,     0.0000,     0.0000,     0.0000,     0.0000
  68.284485,  30670,  29667,  12032,     5.0000,     5.0000,     0.0700,    10.4833,     6.8004,     0.0000,    23.3984,    18.4137,     0.0000,    -4.5566,    -2.4900,     0.0000,     0.0000,     0.0000,     0.0000
  68.347015,  30710,  29722,  12032,     5.0000,     5.0000,     0.0700,    10.2687,     6.0063,     0.0000,    23.4043,    18.4063,     0.0000,    -4.6236,    -2.5641,     0.0000,     0.0000,     0.0000,     0.0000
  68.409538,  30749,  29776,  12032,     5.0000,     5.0000,     0.0700,    11.6562,     8.2108,     0.0000,    23.4100,    18.3989,     0.0000,    -4.6911,    -2.6386,     0.0000,     0.0000,     0.0000,     0.0000
  68.472069,  30790,  29831,  12032,     5.0000,     5.0000,     0.0700,    11.6169,     7.5631,     0.0000,    23.4157,    18.3917,     0.0000,    -4.7590,    -2.7134,     0.0000,     0.0000,     0.0000,     0.0000
  68.534599,  30830,  29885,  12032,     5.0000,     5.0000,     0.0700,    12.1642,     7.1552,     0.0000,    23.4214,    18.3845,     0.0000,    -4.8273,    -2.7884,     0.0000,     0.0000,     0.0000,     0.0000
  68.597122,  30871,  29940,  12032,     5.0000,     5.0000,     0.0700,    12.2601,     6.7351,     0.0000,    23.4269,    18.3774,     0.0000,    -4.8961,    -2.8637,     0.0000,     0.0000,     0.0000,     0.0000
  68.659653,  30913,  29994,  12032,     5.0000,     5.0000,     0.0700,    12.4333,     6.4764,     0.0000,    23.4324,    18.3704,     0.0000,    -4.9651,    -2.9393,     0.0000,     0.0000,     0.0000,     0.0000
  68.722183,  30954,  30048,  12032,     5.0000,     5.0000,     0.0700,    12.6551,     6.3865,     0.0000,    23.4379,    18.3635,     0.0000,    -5.0346,    -3.0151,     0.0000,     0.0000,     0.0000,     0.0000
  68.784706,  30996,  30102,  12032,     5.0000,     5.0000,     0.0700,    13.5973,     5.8835,     0.0000,    23.4433,    18.3566,     0.0000,    -5.1043,    -3.0912,     0.0000,     0.0000,     0.0000,     0.0000
  68.847237,  31038,  30157,  12032,     5.0000,     5.0000,     0.0700,    13.5647,     5.3475,     0.0000,    23.4486,    18.3498,     0.0000,    -5.1743,    -3.1674,     0.0000,     0.0000,     0.0000,     0.0000
  68.909767,  31080,  30211,  12032,     5.0000,     5.0000,     0.0700,    13.6243,     5.8713,     0.0000,    23.4539,    18.3430,     0.0000,    -5.2446,    -3.2439,     0.0000,     0.0000,     0.0000,     0.0000
  68.972290,  31123,  30265,  12032,     5.0000,     5.0000,     0.0700,    13.4078,     5.9147,     0.0000,    23.4591,    18.3363,     0.0000,    -5.3152,    -3.3205,     0.0000,     0.0000,     0.0000,     0.0000
  69.034821,  31166,  30319,  12032,     5.0000,     5.0000,     0.0700,    13.5425,     6.0072,     0.0000,    23.4643,    18.3297,     0.0000,    -5.3860,    -3.3973,     0.0000,     0.0000,     0.0000,     0.0000
  69.097351,  31209,  30373,  12032,     5.0000,     5.0000,     0.0700,    13.0710,     5.8013,     0.0000,    23.4694,    18.3231,     0.0000,    -5.4571,    -3.4742,     0.0000,     0.0000,     0.0000,     0.0000
  69.159874,  31252,  30427,  12032,     5.0000,     5.0000,     0.0700,    12.5124,     5.4533,     0.0000,    23.4745,    18.3166,     0.0000,    -5.5284,    -3.5513,     0.0000,     0.0000,     0.0000,     0.0000
  69.222404,  31296,  30481,  12032,     5.0000,     5.0000,     0.0700,    16.7866,     8.7945,     0.0000,    23.4795,    18.3101,     0.0000,    -0.7010,     0.1975,     0.0000,     0.0000,     0.0000,     0.0000
  69.284935,  31340,  30534,  12032,     5.0000,     5.0000,     0.0700,    16.4509,     8.1392,     0.0000,    23.4846,    18.3037,     0.0000,    -0.7613,     0.2741,     0.0000,     0.0000,     0.0000,     0.0000
  69.347458,  31383,  30588,  12032,     5.0000,     5.0000,     0.0700,    15.7576,     7.6080,     0.0000,    23.4895,    18.2974,     0.0000,    -0.8024,     0.3588,     0.0000,     0.0000,     0.0000,     0.0000
  69.409988,  31428,  30642,  12032,     5.0000,     5.0000,     0.0700,    15.2070,     7.3366,     0.0000,    23.4944,    18.2911,     0.0000,    -0.8207,     0.4467,     0.0000,     0.0000,     0.0000,     0.0000
  69.472519,  31472,  30696,  12032,     5.0000,     5.0000,     0.0700,    14.5519,     6.6878,     0.0000,    23.4993,    18.2848,     0.0000,    -0.8140,     0.5322,     0.0000,     0.0000,     0.0000,     0.0000
  69.535042,  31517,  30749,  12032,     5.0000,     5.0000,     0.0700,    14.1840,     6.1941,     0.0000,    23.5041,    18.2786,     0.0000,    -0.7824,     0.6086,     0.0000,     0.0000,     0.0000,     0.0000
  69.597572,  31561,  30803,  12032,     5.0000,     5.0000,     0.0700,    13.6282,     5.5195,     0.0000,    23.5089,    18.2724,     0.0000,    -0.7281,     0.6699,     0.0000,     0.0000,     0.0000,     0.0000
  69.660103,  31606,  30857,  12032,     5.0000,     5.0000,     0.0700,    13.1552,     4.8772,     0.0000,    23.5137,    18.2663,     0.0000,    -0.6555,     0.7108,     0.0000,     0.0000,     0.0000,     0.0000
  69.722626,  31651,  30910,  12032,     5.0000,     5.0000,     0.0700,    19.4209,    12.5593,     0.0000,    23.5184,    18.2602,     0.0000,    -0.5704,     0.7283,     0.0000,     0.0000,     0.0000,     0.0000
  69.785156,  31697,  30964,  12032,     5.0000,     5.0000,     0.0700,    19.8150,    11.2607,     0.0000,    23.5231,    18.2542,     0.0000,     0.1982,    -0.2347,     0.0000,     0.0000,     0.0000,     0.0000
  69.847687,  31742,  31017,  12032,     5.0000,     5.0000,     0.0700,    19.3094,    11.0494,     0.0000,    23.5278,    18.2482,     0.0000,     0.1994,    -0.2606,     0.0000,     0.0000,     0.0000,     0.0000
  69.910210,  31788,  31071,  12032,     5.0000,     5.0000,     0.0700,    19.2660,    11.5338,     0.0000,    23.5324,    18.2422,     0.0000,     0.2016,    -0.2909,     0.0000,     0.0000,     0.0000,     0.0000
  69.972740,  31833,  31124,  12032,     5.0000,     5.0000,     0.0700,    19.0947,    11.6733,     0.0000,    23.5370,    18.2363,     0.0000,     0.2042,    -0.3258,     0.0000,     0.0000,     0.0000,     0.0000
  70.035271,  31879,  31177,  12032,     5.0000,     5.0000,     0.0700,    21.9684,    14.1525,     0.0000,    23.5415,    18.2304,     0.0000,     0.2067,    -0.3651,     0.0000,     0.0000,     0.0000,     0.0000
  70.097794,  31926,  31231,  12032,     5.0000,     5.0000,     0.0700,    21.4255,    15.4895,     0.0000,    23.5460,    18.2246,     0.0000,     0.2085,    -0.4088,     0.0000,     0.0000,     0.0000,     0.0000
  70.160324,  31972,  31284,  12032,     5.0000,     5.0000,     0.0700,    21.5646,    15.9431,     0.0000,    23.5505,    18.2188,     0.0000,     0.2092,    -0.4568,     0.0000,     0.0000,     0.0000,     0.0000
  70.222855,  32018,  31337,  12032,     5.0000,     5.0000,     0.0700,    21.9576,    15.3149,     0.0000,    23.5550,    18.2130,     0.0000,     0.2084,    -0.5088,     0.0000,     0.0000,     0.0000,     0.0000
  70.285378,  32065,  31390,  12032,     5.0000,     5.0000,     0.0700,    22.0244,    15.4406,     0.0000,    23.5594,    18.2073,     0.0000,     0.2058,    -0.5646,     0.0000,     0.0000,     0.0000,     0.0000
  70.347908,  32112,  31443,  12032,     5.0000,     5.0000,     0.0700,    21.8807,    15.2445,     0.0000,    23.5638,    18.2016,     0.0000,     0.2012,    -0.6239,     0.0000,     0.0000,     0.0000,     0.0000
  70.410439,  32158,  31497,  12032,     5.0000,     5.0000,     0.0700,    22.1803,    15.5103,     0.0000,    23.5682,    18.1959,     0.0000,     0.1944,    -0.6865,     0.0000,     0.0000,     0.0000,     0.0000
  70.472961,  32205,  31550,  12032,     5.0000,     5.0000,     0.0700,    21.9844,    14.9843,     0.0000,    23.5725,    18.1903,     0.0000,     0.1851,    -0.7521,     0.0000,     0.0000,     0.0000,     0.0000
  70.535492,  32253,  31603,  12032,     5.0000,     5.0000,     0.0700,    21.0284,    14.4627,     0.0000,    23.5769,    18.1847,     0.0000,     0.1734,    -0.8204,     0.0000,     0.0000,     0.0000,     0.0000
  70.598022,  32300,  31656,  12032,     5.0000,     5.0000,     0.0700,    20.6883,    13.7529,     0.0000,    23.5812,    18.1791,     0.0000,     0.1592,    -0.8912,     0.0000,     0.0000,     0.0000,     0.0000
  70.660545,  32347,  31709,  12032,     5.0000,     5.0000,     0.0700,    20.3239,    12.9911,     0.0000,    23.5854,    18.1735,     0.0000,     0.1424,    -0.9642,     0.0000,     0.0000,     0.0000,     0.0000
  70.723076,  32395,  31762,  12032,     5.0000,     5.0000,     0.0700,    19.1934,    10.9870,     0.0000,    23.5897,    18.1680,     0.0000,     0.1230,    -1.0392,     0.0000,     0.0000,     0.0000,     0.0000
