Startup-Time:    0.000000 at 1932.740742061 sec
drone_timestamp, sys_timestamp, own_x, own_y, member_50_x, member_50_y, member_51_x, member_51_y
  77.759430, 2010.484348410,   -23.9580,   -52.4178,   -30.3672,   -82.7891,   -23.9580,   -52.4178
  78.158043, 2010.891416689,   -24.6241,   -51.7677,   -30.3672,   -82.7891,   -24.6241,   -51.7677
  78.556664, 2011.261406757,   -25.2910,   -51.1167,   -31.2070,   -81.9688,   -25.2910,   -51.1167
  78.955276, 2011.676035456,   -25.9585,   -50.4645,   -32.0664,   -81.1289,   -25.9585,   -50.4645
  79.353897, 2012.082865995,   -26.6261,   -49.8116,   -32.9180,   -80.3086,   -26.6261,   -49.8116
  79.752510, 2012.457933388,   -27.2938,   -49.1584,   -33.7383,   -79.5078,   -27.2938,   -49.1584
  80.151123, 2012.870415388,   -27.9614,   -48.5051,   -33.7383,   -79.5078,   -27.9614,   -48.5051
  80.549744, 2013.253253088,   -28.6285,   -47.8520,   -34.5898,   -78.6797,   -28.6285,   -47.8520
  80.948357, 2013.647290469,   -29.2951,   -47.1993,   -35.4297,   -77.8594,   -29.2951,   -47.1993
  81.346977, 2014.067987903,   -29.9612,   -46.5471,   -36.2773,   -77.0391,   -29.9612,   -46.5471
  81.745590, 2014.456283002,   -30.6283,   -45.8939,   -37.0898,   -76.2578,   -30.6283,   -45.8939
  82.144203, 2014.841527366,   -31.2965,   -45.2395,   -37.0898,   -76.2578,   -31.2965,   -45.2395
  82.542824, 2015.266597301,   -31.9651,   -44.5845,   -37.9297,   -75.4375,   -31.9651,   -44.5845
  82.941437, 2015.639031377,   -32.6337,   -43.9294,   -38.8086,   -74.5781,   -32.6337,   -43.9294
  83.340057, 2016.035808542,   -33.3019,   -43.2745,   -39.6484,   -73.7695,   -33.3019,   -43.2745
  83.738670, 2016.471901078,   -33.9696,   -42.6201,   -40.4766,   -72.9688,   -33.9696,   -42.6201
  84.137283, 2016.862067918,   -34.6394,   -41.9805,   -40.4766,   -72.9688,   -34.6394,   -41.9805
  84.535904, 2017.238325390,   -35.3229,   -41.4208,   -41.3594,   -72.0977,   -35.3229,   -41.4208
  84.934517, 2017.648118143,   -36.0215,   -40.9461,   -42.1797,   -71.3086,   -36.0215,   -40.9461
  85.333138, 2018.025305282,   -36.7306,   -40.5382,   -43.0195,   -70.4883,   -36.7306,   -40.5382
  85.731750, 2018.442006990,   -37.4459,   -40.1823,   -43.8867,   -69.6367,   -37.4459,   -40.1823
  86.130363, 2018.843086621,   -38.1648,   -39.8688,   -43.8867,   -69.6367,   -38.1648,   -39.8688
  86.528984, 2019.233931758,   -38.8860,   -39.5909,   -44.7383,   -68.7969,   -38.8860,   -39.5909
  86.927597, 2019.620320929,   -39.6087,   -39.3436,   -45.5469,   -68.0000,   -39.6087,   -39.3436
  87.326218, 2020.030449287,   -40.3321,   -39.1229,   -46.4492,   -67.1484,   -40.3321,   -39.1229
  87.724831, 2020.447545931,   -41.0559,   -38.9256,   -46.4492,   -67.1484,   -41.0559,   -38.9256
  88.123444, 2020.820597024,   -41.7811,   -38.7487,   -47.2695,   -66.3477,   -41.7811,   -38.7487
  88.522064, 2021.231193923,   -42.5077,   -38.5895,   -48.0781,   -65.5391,   -42.5077,   -38.5895
  88.920677, 2021.649428085,   -43.2347,   -38.4461,   -48.9180,   -64.7188,   -43.2347,   -38.4461
  89.319298, 2022.018443408,   -43.9618,   -38.3166,   -49.8086,   -63.8477,   -43.9618,   -38.3166
  89.717911, 2022.426555825,   -44.6884,   -38.1993,   -49.8086,   -63.8477,   -44.6884,   -38.1993
  90.116524, 2022.838895978,   -45.4132,   -38.0820,   -50.6484,   -63.0391,   -45.4132,   -38.0820
  90.515144, 2023.208269743,   -46.1254,   -37.8560,   -51.4766,   -62.2188,   -46.1254,   -37.8560
  90.913757, 2023.620696056,   -46.8229,   -37.4902,   -52.3477,   -61.3672,   -46.8229,   -37.4902
  91.312370, 2024.039683441,   -47.5114,   -37.0233,   -53.1367,   -60.5977,   -47.5114,   -37.0233
  91.710991, 2024.413186002,   -48.1973,   -36.5091,   -53.1367,   -60.5977,   -48.1973,   -36.5091
  92.109604, 2024.825318037,   -48.8927,   -36.0427,   -54.0000,   -59.7695,   -48.8927,   -36.0427
  92.508224, 2025.234630503,   -49.5979,   -35.6405,   -54.8984,   -58.9062,   -49.5979,   -35.6405
  92.906837, 2025.605231098,   -50.3090,   -35.2886,   -55.7383,   -58.1094,   -50.3090,   -35.2886
  93.305450, 2026.015862585,   -51.0230,   -34.9750,   -56.5273,   -57.3398,   -51.0230,   -34.9750
  93.704071, 2026.410028455,   -51.7386,   -34.6920,   -56.5273,   -57.3398,   -51.7386,   -34.6920
  94.102684, 2026.825000669,   -52.4550,   -34.4345,   -57.4180,   -56.4766,   -52.4550,   -34.4345
  94.501305, 2027.197720005,   -53.1735,   -34.1986,   -58.2578,   -55.6680,   -53.1735,   -34.1986
  94.899918, 2027.607271538,   -53.8938,   -33.9820,   -59.1172,   -54.8594,   -53.8938,   -33.9820
  95.298531, 2028.017656585,   -54.6153,   -33.7830,   -59.9492,   -54.1094,   -54.6153,   -33.7830
  95.697151, 2028.384103659,   -55.3377,   -33.5998,   -59.9492,   -54.1094,   -55.3377,   -33.5998
  96.095764, 2028.791281228,   -56.0603,   -33.4312,   -60.8398,   -53.3672,   -56.0603,   -33.4312
  96.494385, 2029.203190486,   -56.7827,   -33.2757,   -61.7266,   -52.6484,   -56.7827,   -33.2757
  96.892998, 2029.586977058,   -57.4987,   -33.0770,   -62.6289,   -51.9492,   -57.4987,   -33.0770
  97.291611, 2029.981653787,   -58.1995,   -32.7449,   -62.6289,   -51.9492,   -58.1995,   -32.7449
  97.690231, 2030.392139194,   -58.8889,   -32.2988,   -63.5469,   -51.2266,   -58.8889,   -32.2988
  98.088844, 2030.803956810,   -59.5741,   -31.7966,   -64.4297,   -50.5586,   -59.5741,   -31.7966
