Startup-Time:    0.000000 at 1932.740742061 sec
drone_timestamp, sys_timestamp, own_x, own_y, member_50_x, member_50_y, member_51_x, member_51_y
  98.487465, 2031.175246713,   -60.2686,   -31.3446,   -65.3164,   -49.8789,   -60.2686,   -31.3446
  98.886078, 2031.581505284,   -60.9730,   -30.9625,   -66.1875,   -49.2070,   -60.9730,   -30.9625
  99.284691, 2031.994082354,   -61.6835,   -30.6363,   -66.1875,   -49.2070,   -61.6835,   -30.6363
  99.683311, 2032.400829293,   -62.3972,   -30.3531,   -67.1367,   -48.4570,   -62.3972,   -30.3531
 100.081924, 2032.776029099,   -63.1126,   -30.1044,   -67.9766,   -47.8281,   -63.1126,   -30.1044
 100.480545, 2033.196624310,   -63.8289,   -29.8851,   -68.8867,   -47.1289,   -63.8289,   -29.8851
 100.879158, 2033.590510780,   -64.5471,   -29.6905,   -69.7695,   -46.4570,   -64.5471,   -29.6905
 101.277771, 2033.973724773,   -65.2674,   -29.5179,   -69.7695,   -46.4570,   -65.2674,   -29.5179
 101.676392, 2034.362109663,   -65.9891,   -29.3651,   -70.6484,   -45.7773,   -65.9891,   -29.3651
 102.075005, 2034.780095648,   -66.7110,   -29.2281,   -71.5469,   -45.0977,   -66.7110,   -29.2281
 102.473625, 2035.193414995,   -67.4244,   -29.0215,   -72.5195,   -44.3789,   -67.4244,   -29.0215
 102.872238, 2035.578759736,   -68.1219,   -28.6727,   -73.3867,   -43.7070,   -68.1219,   -28.6727
 103.270851, 2035.965088505,   -68.8066,   -28.2136,   -73.3867,   -43.7070,   -68.8066,   -28.2136
 103.669472, 2036.388633691,   -69.4858,   -27.7075,   -74.2266,   -43.0273,   -69.4858,   -27.7075
 104.068085, 2036.761141907,   -70.1743,   -27.2748,   -75.0898,   -42.3398,   -70.1743,   -27.2748
 104.466705, 2037.172543977,   -70.8082,   -27.0960,   -75.8984,   -41.6094,   -70.8082,   -27.0960
 104.865318, 2037.549016925,   -71.2962,   -27.2190,   -76.6562,   -40.8867,   -71.2962,   -27.2190
 105.263931, 2037.982451016,   -71.5402,   -27.5301,   -76.6562,   -40.8867,   -71.5402,   -27.5301
 105.662552, 2038.357383133,   -71.4903,   -27.8762,   -77.3281,   -40.0977,   -71.4903,   -27.8762
 106.061165, 2038.768409343,   -71.1967,   -28.1818,   -78.0586,   -39.3594,   -71.1967,   -28.1818
 106.459785, 2039.146467480,   -70.7436,   -28.4408,   -78.8867,   -38.6680,   -70.7436,   -28.4408
 106.858398, 2039.558097605,   -70.2059,   -28.5535,   -79.7188,   -37.9883,   -70.2059,   -28.5535
 107.257011, 2039.960769921,   -69.6359,   -28.4363,   -79.7188,   -37.9883,   -69.6359,   -28.4363
 107.655632, 2040.368734742,   -69.1431,   -28.1083,   -80.4883,   -37.2383,   -69.1431,   -28.1083
 108.054245, 2040.748533405,   -68.9016,   -27.6523,   -81.1992,   -36.3477,   -68.9016,   -27.6523
 108.452866, 2041.158977002,   -68.9665,   -27.2084,   -81.7695,   -35.5391,   -68.9665,   -27.2084
 108.851479, 2041.568043103,   -69.2558,   -26.9362,   -82.3984,   -34.6094,   -69.2558,   -26.9362
 109.250092, 2041.942829634,   -69.6727,   -26.9183,   -82.3984,   -34.6094,   -69.6727,   -26.9183
 109.648712, 2042.365198865,   -70.1118,   -27.1275,   -83.0000,   -33.7383,   -70.1118,   -27.1275
 110.047325, 2042.734684966,   -70.4777,   -27.5141,   -83.6562,   -32.9297,   -70.4777,   -27.5141
 110.445946, 2043.140356542,   -70.6356,   -27.9911,   -84.0664,   -32.2578,   -70.6356,   -27.9911
 110.844559, 2043.550246846,   -70.5130,   -28.4307,   -84.0664,   -32.2578,   -70.5130,   -28.4307
 111.243172, 2043.928778223,   -70.1869,   -28.6767,   -84.5078,   -31.8164,   -70.1869,   -28.6767
 111.641792, 2044.342252436,   -69.7548,   -28.6527,   -85.1094,   -31.6562,   -69.7548,   -28.6527
 112.040405, 2044.724720880,   -69.3417,   -28.3835,   -85.6992,   -31.8672,   -69.3417,   -28.3835
 112.439018, 2045.146326515,   -69.0603,   -27.9459,   -86.0781,   -32.3398,   -69.0603,   -27.9459
 112.837639, 2045.530755548,   -69.0493,   -27.4666,   -86.0781,   -32.3398,   -69.0493,   -27.4666
 113.236252, 2045.952088358,   -69.2945,   -27.0918,   -86.1680,   -32.9688,   -69.2945,   -27.0918
 113.634872, 2046.323613664,   -69.6926,   -26.9671,   -85.9570,   -33.6289,   -69.6926,   -26.9671
 114.033485, 2046.733175165,   -70.1366,   -27.0982,   -85.6680,   -34.1289,   -70.1366,   -27.0982
 114.432098, 2047.113635864,   -70.4811,   -27.4347,   -85.3164,   -34.5664,   -70.4811,   -27.4347
 114.830719, 2047.536054356,   -70.5737,   -27.8761,   -85.3164,   -34.5664,   -70.5737,   -27.8761
 115.229332, 2047.918015190,   -70.3951,   -28.2924,   -84.9883,   -35.1094,   -70.3951,   -28.2924
 115.627953, 2048.337959260,   -70.0226,   -28.5710,   -84.8281,   -35.8477,   -70.0226,   -28.5710
 116.026566, 2048.706638750,   -69.5668,   -28.5865,   -84.5664,   -36.6680,   -69.5668,   -28.5865
 116.425179, 2049.124380068,   -69.1676,   -28.3423,   -84.1367,   -37.5273,   -69.1676,   -28.3423
 116.823799, 2049.505365436,   -68.9850,   -27.9327,   -84.1367,   -37.5273,   -68.9850,   -27.9327
 117.222412, 2049.912017784,   -69.0750,   -27.4770,   -83.4883,   -38.3789,   -69.0750,   -27.4770
 117.621033, 2050.320509034,   -69.3923,   -27.1235,   -82.7695,   -39.0781,   -69.3923,   -27.1235
 118.019646, 2050.730182791,   -69.8373,   -27.0194,   -81.9492,   -39.7969,   -69.8373,   -27.0194
 118.418259, 2051.100443997,   -70.2927,   -27.1748,   -81.0977,   -40.4883,   -70.2927,   -27.1748
 118.816879, 2051.506061590,   -70.6118,   -27.5273,   -81.0977,   -40.4883,   -70.6118,   -27.5273
 119.215492, 2051.913567334,   -70.6637,   -27.9679,   -80.4688,   -41.2773,   -70.6637,   -27.9679
 119.614113, 2052.320243703,   -70.4502,   -28.3621,   -80.0898,   -42.0898,   -70.4502,   -28.3621
 120.012726, 2052.690529297,   -70.0637,   -28.5665,   -79.6484,   -43.0000,   -70.0637,   -28.5665
 120.411339, 2053.109050890,   -69.6033,   -28.5075,   -79.1680,   -43.8281,   -69.6033,   -28.5075
 120.809959, 2053.497976473,   -69.2048,   -28.2114,   -79.1680,   -43.8281,   -69.2048,   -28.2114
 121.208572, 2053.885204764,   -69.0277,   -27.7704,   -78.4883,   -44.6680,   -69.0277,   -27.7704
 121.607193, 2054.312372511,   -69.1315,   -27.3129,   -77.7383,   -45.4375,   -69.1315,   -27.3129
 122.005806, 2054.689556098,   -69.4570,   -26.9884,   -76.9180,   -46.1680,   -69.4570,   -26.9884
 122.404419, 2055.109403344,   -69.8948,   -26.9259,   -76.1797,   -46.5664,   -69.8948,   -26.9259
 122.803040, 2055.506312847,   -70.3093,   -27.1251,   -76.1797,   -46.5664,   -70.3093,   -27.1251
 123.201653, 2055.896329847,   -70.5862,   -27.5081,   -75.4492,   -46.7188,   -70.5862,   -27.5081
 123.600273, 2056.275377260,   -70.6026,   -27.9676,   -74.9688,   -47.0664,   -70.6026,   -27.9676
 123.998886, 2056.694464196,   -70.3627,   -28.3730,   -74.6680,   -47.6797,   -70.3627,   -28.3730
 124.397499, 2057.072486064,   -69.9587,   -28.5819,   -74.6680,   -47.6797,   -69.9587,   -28.5819
 124.796120, 2057.495655250,   -69.5139,   -28.5129,   -74.2969,   -48.4688,   -69.5139,   -28.5129
 125.194733, 2057.871595032,   -69.1777,   -28.2076,   -73.8398,   -49.2773,   -69.1777,   -28.2076
 125.593353, 2058.289173063,   -69.0953,   -27.7696,   -73.3164,   -50.1094,   -69.0953,   -27.7696
 125.991966, 2058.680975563,   -69.2724,   -27.3223,   -72.6562,   -50.8672,   -69.2724,   -27.3223
 126.390579, 2059.070063291,   -69.6365,   -27.0627,   -72.6562,   -50.8672,   -69.6365,   -27.0627
 126.789200, 2059.494171679,   -70.0612,   -27.0868,   -71.9297,   -51.3594,   -70.0612,   -27.0868
 127.187813, 2059.876117496,   -70.4199,   -27.3610,   -71.2383,   -51.6797,   -70.4199,   -27.3610
 127.586433, 2060.300505232,   -70.5696,   -27.7804,   -70.8594,   -52.1875,   -70.5696,   -27.7804
 127.985046, 2060.674504590,   -70.4506,   -28.2159,   -70.7383,   -52.8477,   -70.4506,   -28.2159
 128.383667, 2061.082969494,   -70.1185,   -28.5180,   -70.7383,   -52.8477,   -70.1185,   -28.5180
 128.782272, 2061.465791908,   -69.6871,   -28.5534,   -70.6562,   -53.6172,   -69.6871,   -28.5534
 129.180893, 2061.876071820,   -69.2945,   -28.3236,   -70.4688,   -54.4180,   -69.2945,   -28.3236
 129.579514, 2062.289786985,   -69.0868,   -27.9212,   -70.1680,   -55.2578,   -69.0868,   -27.9212
 129.978119, 2062.
